case_id,split,target,rmse_ug_m3,normalized_rmse,r2,bias_ug_m3
context_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,macro,,0.2755313931746159,0.2255088890398005,
context_prior__coherent_csi_residual__bayesian_a_optimal__k128__nonnegative,test,CO,1020.6945370719702,0.3402315123573234,0.41856826247744794,48.41117824942006
context_prior__coherent_csi_residual__bayesian_a_optimal__k128__nonnegative,test,O3,36.47682326597855,0.19717201765393813,0.5807879024853148,2.7319518944701704
context_prior__coherent_csi_residual__bayesian_a_optimal__k128__nonnegative,test,SO2,17.604376658623906,0.26275189042722247,-0.7854025507564999,10.997659664770563
context_prior__coherent_csi_residual__bayesian_a_optimal__k128__nonnegative,test,NO2,25.59925284939554,0.23924535373266861,0.4946935229453585,3.7470241610560704
context_prior__coherent_csi_residual__bayesian_a_optimal__k128__nonnegative,test,PM2.5,67.33310216880115,0.30738690786944245,0.3831652676039313,6.484991847999796
context_prior__coherent_csi_residual__bayesian_a_optimal__k128__nonnegative,test,PM10,78.13781361854252,0.2959765667369035,0.32216152079597293,13.980620628398391
context_prior__coherent_csi_residual__bayesian_a_optimal__k128__nonnegative,test,macro,,0.2737940414629164,0.23566232092525427,
context_prior__coherent_csi_residual__target_balanced__k128,test,CO,1022.308591412417,0.34076953047080566,0.4167279382773179,44.72542716478819
context_prior__coherent_csi_residual__target_balanced__k128,test,O3,37.59712954072989,0.20322772724718857,0.5546420938681891,0.8124553567088842
context_prior__coherent_csi_residual__target_balanced__k128,test,SO2,17.724584218484768,0.26454603311171293,-0.8098682420745373,10.699190554755601
context_prior__coherent_csi_residual__target_balanced__k128,test,NO2,25.65647071500315,0.23978010014021633,0.49243213898659477,3.667716025858846
context_prior__coherent_csi_residual__target_balanced__k128,test,PM2.5,67.59019211701654,0.30856056661500464,0.3784459021901351,5.836332596248922
context_prior__coherent_csi_residual__target_balanced__k128,test,PM10,78.21369261746192,0.29626398718735575,0.32084439464985715,13.809227489134038
context_prior__coherent_csi_residual__target_balanced__k128,test,macro,,0.2755246574620473,0.22553737098292612,
context_prior__coherent_csi_residual__target_balanced__k128__nonnegative,test,CO,1020.6686542561326,0.3402228847520442,0.41859775004543254,48.42211944327942
context_prior__coherent_csi_residual__target_balanced__k128__nonnegative,test,O3,36.47673902494726,0.1971715622970122,0.5807898387733731,2.73202128937521
context_prior__coherent_csi_residual__target_balanced__k128__nonnegative,test,SO2,17.604451420672927,0.2627530062787004,-0.7854177152396329,10.997990054282159
context_prior__coherent_csi_residual__target_balanced__k128__nonnegative,test,NO2,25.59831002203753,0.239236542262033,0.49473074340646117,3.7473506076065863
context_prior__coherent_csi_residual__target_balanced__k128__nonnegative,test,PM2.5,67.33055469478428,0.30737527822316596,0.383211941251137,6.485457103487411
context_prior__coherent_csi_residual__target_balanced__k128__nonnegative,test,PM10,78.13554040121944,0.2959679560652252,0.3222009601323953,13.981159443418976
context_prior__coherent_csi_residual__target_balanced__k128__nonnegative,test,macro,,0.27378787164636353,0.23568558639486104,
context_prior__coherent_csi_residual__uniform__k256,test,CO,1022.3964593016935,0.3407988197672312,0.4166276689694267,44.741338542993404
context_prior__coherent_csi_residual__uniform__k256,test,O3,37.59696931318767,0.2032268611523658,0.5546458898202482,0.8125088387338488
context_prior__coherent_csi_residual__uniform__k256,test,SO2,17.726082417831375,0.26456839429599066,-0.8101742191268742,10.699769792496657
context_prior__coherent_csi_residual__uniform__k256,test,NO2,25.657554489209375,0.23979022887111565,0.49238925697213953,3.668099256666357
context_prior__coherent_csi_residual__uniform__k256,test,PM2.5,67.59652599069142,0.3085894818109639,0.3783294051222883,5.837198585441961
context_prior__coherent_csi_residual__uniform__k256,test,PM10,78.21950131512855,0.2962859898300324,0.3207435131816615,13.810227494364245
context_prior__coherent_csi_residual__uniform__k256,test,macro,,0.27554329595461663,0.22542691915648164,
context_prior__coherent_csi_residual__uniform__k256__nonnegative,test,CO,1020.7566231040947,0.3402522077013649,0.41849752654986583,48.437776229850705
context_prior__coherent_csi_residual__uniform__k256__nonnegative,test,O3,36.47699202062357,0.1971729298412085,0.5807840236304139,2.731843653360917
context_prior__coherent_csi_residual__uniform__k256__nonnegative,test,SO2,17.606061288802596,0.26277703416123277,-0.7857442711124842,10.998404182695333
context_prior__coherent_csi_residual__uniform__k256__nonnegative,test,NO2,25.599416036736258,0.23924687884800241,0.49468708057896993,3.7477222729880277
context_prior__coherent_csi_residual__uniform__k256__nonnegative,test,PM2.5,67.33694424936316,0.3074044476117936,0.3830948714310539,6.48628211088039
context_prior__coherent_csi_residual__uniform__k256__nonnegative,test,PM10,78.14147734924276,0.29599044450470746,0.3220979542395931,13.982151926800448
context_prior__coherent_csi_residual__uniform__k256__nonnegative,test,macro,,0.2738073237780516,0.23556953088623542,
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,CO,1022.2313758870218,0.3407437919623406,0.41681604466361466,44.8553838761803
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,O3,37.597630080599835,0.2032304328681072,0.5546302354696875,0.813043529829349
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,SO2,17.731249093627095,0.2646455088601059,-0.8112296070142411,10.703752074406385
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,NO2,25.65828947821737,0.23979709792726514,0.49236017441398794,3.6708652728672195
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,PM2.5,67.5858676731794,0.30854082480337647,0.3785254341375357,5.843565053104509
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,PM10,78.20827178654456,0.2962434537369112,0.3209385331567687,13.817685923801537
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,macro,,0.2755335183596844,0.22534013580455892,
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32__nonnegative,test,CO,1020.5899555118394,0.3401966518372798,0.4186874047297694,48.56906310023706
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32__nonnegative,test,O3,36.47771871075056,0.19717685789594896,0.5807673203262909,2.731890120839739
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32__nonnegative,test,SO2,17.61100305548818,0.2628507918729579,-0.7867468769640051,11.002553346734185
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32__nonnegative,test,NO2,25.60043228068873,0.23925637645503484,0.4946469600238296,3.7504415002898295
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32__nonnegative,test,PM2.5,67.32613822514035,0.3073551162982907,0.3832928535920762,6.493404626595947
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32__nonnegative,test,PM10,78.12938822440184,0.2959446523651585,0.32230769198204756,13.99085090764089
context_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32__nonnegative,test,macro,,0.2737967411207785,0.23549255894833476,
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,CO,1022.2313758870218,0.3407437919623406,0.41681604466361466,44.8553838761803
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,O3,37.597630080599835,0.2032304328681072,0.5546302354696875,0.813043529829349
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,SO2,17.731249093627095,0.2646455088601059,-0.8112296070142411,10.703752074406385
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,NO2,25.65828947821737,0.23979709792726514,0.49236017441398794,3.6708652728672195
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,PM2.5,67.5858676731794,0.30854082480337647,0.3785254341375357,5.843565053104509
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,PM10,78.20827178654456,0.2962434537369112,0.3209385331567687,13.817685923801537
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,macro,,0.2755335183596844,0.22534013580455892,
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32__nonnegative,test,CO,1020.5899555118394,0.3401966518372798,0.4186874047297694,48.56906310023706
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32__nonnegative,test,O3,36.47771871075056,0.19717685789594896,0.5807673203262909,2.731890120839739
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32__nonnegative,test,SO2,17.61100305548818,0.2628507918729579,-0.7867468769640051,11.002553346734185
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32__nonnegative,test,NO2,25.60043228068873,0.23925637645503484,0.4946469600238296,3.7504415002898295
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32__nonnegative,test,PM2.5,67.32613822514035,0.3073551162982907,0.3832928535920762,6.493404626595947
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32__nonnegative,test,PM10,78.12938822440184,0.2959446523651585,0.32230769198204756,13.99085090764089
context_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32__nonnegative,test,macro,,0.2737967411207785,0.23549255894833476,
context_prior__coherent_csi_residual__full_offset_background_projected,test,CO,1022.2443469383653,0.3407481156461218,0.41680124457588763,45.19378394083415
context_prior__coherent_csi_residual__full_offset_background_projected,test,O3,37.5969695603174,0.20322686248820215,0.5546458839655084,0.8161998389558267
context_prior__coherent_csi_residual__full_offset_background_projected,test,SO2,17.730573360149066,0.26463542328580697,-0.8110915586281431,10.716505846982567
context_prior__coherent_csi_residual__full_offset_background_projected,test,NO2,25.656796788509677,0.2397831475561652,0.4924192373302606,3.6781888634020055
context_prior__coherent_csi_residual__full_offset_background_projected,test,PM2.5,67.57931656049598,0.3085109178748971,0.3786459076250438,5.862138112901318
context_prior__coherent_csi_residual__full_offset_background_projected,test,PM10,78.20105358537782,0.2962161120658251,0.32106387478533516,13.838997372658943
context_prior__coherent_csi_residual__full_offset_background_projected,test,macro,,0.2755200964861697,0.22541409827564876,
context_prior__coherent_csi_residual__full_offset_background_projected__nonnegative,test,CO,1020.6142667528079,0.3402047555842693,0.41865970976995126,48.913346251343356
context_prior__coherent_csi_residual__full_offset_background_projected__nonnegative,test,O3,36.47805918207254,0.1971786982814732,0.5807594943231393,2.7343677277184835
context_prior__coherent_csi_residual__full_offset_background_projected__nonnegative,test,SO2,17.611142764659718,0.2628528770844734,-0.7867752258224194,11.012907621062975
context_prior__coherent_csi_residual__full_offset_background_projected__nonnegative,test,NO2,25.599381931515346,0.23924656010762005,0.49468842700009463,3.7573570788323547
context_prior__coherent_csi_residual__full_offset_background_projected__nonnegative,test,PM2.5,67.32023894550775,0.30732818509704624,0.3834009236110374,6.511250035306296
context_prior__coherent_csi_residual__full_offset_background_projected__nonnegative,test,PM10,78.12254410934433,0.29591872768691035,0.3224264181382943,14.010745966749642
context_prior__coherent_csi_residual__full_offset_background_projected__nonnegative,test,macro,,0.27378830064029874,0.2355266245033496,
context_prior__coherent_csi_zero_residual__uniform__k16,test,CO,1023.114597828809,0.34103819927626966,0.4158078514187663,41.53708284747567
context_prior__coherent_csi_zero_residual__uniform__k16,test,O3,37.56727674453189,0.20306636078125345,0.5553490574403483,0.7524123511433344
context_prior__coherent_csi_zero_residual__uniform__k16,test,SO2,17.67136818143404,0.2637517639020006,-0.7990167119812472,10.55026582900718
context_prior__coherent_csi_zero_residual__uniform__k16,test,NO2,25.679742121286477,0.2399975899185652,0.4915109542353505,3.593694346085473
context_prior__coherent_csi_zero_residual__uniform__k16,test,PM2.5,67.58559354274242,0.3085395733519408,0.37853047556867114,5.647438890936466
context_prior__coherent_csi_zero_residual__uniform__k16,test,PM10,78.184864508887,0.29615478980639015,0.3213449505676297,13.59081218075584
context_prior__coherent_csi_zero_residual__uniform__k16,test,macro,,0.27542471283940334,0.22725442954158645,
context_prior__coherent_csi_zero_residual__uniform__k16__nonnegative,test,CO,1021.4200237268539,0.3404733412422846,0.4177414316061411,45.327922778230516
context_prior__coherent_csi_zero_residual__uniform__k16__nonnegative,test,O3,36.438149148569266,0.19696296837064467,0.5816763605136805,2.6864896342416875
context_prior__coherent_csi_zero_residual__uniform__k16__nonnegative,test,SO2,17.53292542904874,0.2616854541649065,-0.7709390652060744,10.890758641387656
context_prior__coherent_csi_zero_residual__uniform__k16__nonnegative,test,NO2,25.621890891449908,0.239456924219158,0.4937994181600174,3.676100582687901
context_prior__coherent_csi_zero_residual__uniform__k16__nonnegative,test,PM2.5,67.32204320380906,0.307336421838892,0.3833678720673186,6.304658719704869
context_prior__coherent_csi_zero_residual__uniform__k16__nonnegative,test,PM10,78.10706254095423,0.2958600853824024,0.32269494145567956,13.757111928920468
context_prior__coherent_csi_zero_residual__uniform__k16__nonnegative,test,macro,,0.273629199203048,0.2380568264327938,
context_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,CO,969.8922659279137,0.3232974219759712,0.47500623476664294,13.057109628589984
context_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,O3,37.53149799803078,0.20287296215151773,0.556195617474054,0.7712096508166187
context_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,SO2,17.628195320237214,0.2631073928393614,-0.790237106245006,9.851334847317002
context_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,NO2,25.143340728030793,0.2349844927853345,0.5125318484881685,3.009401975252098
context_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,PM2.5,65.42292815932642,0.29866664304645807,0.41766682992733883,4.211959293043035
