target,recall_pct,precision_pct
CH3OH,68.86,50.93195266272189
CH3OH,68.64,50.91988130563798
CH3OH,68.46,50.9375
CH3OH,68.26,50.940298507462686
CH3OH,68.02,50.91317365269461
CH3OH,67.7,50.825825825825824
CH3OH,67.54,50.85843373493976
CH3OH,67.32000000000001,50.84592145015105
CH3OH,67.08,50.81818181818182
CH3OH,66.92,50.851063829787236
CH3OH,66.74,50.86890243902439
CH3OH,66.47999999999999,50.825688073394495
CH3OH,66.22,50.782208588957054
CH3OH,65.92,50.70769230769231
CH3OH,65.74,50.72530864197531
CH3OH,65.56,50.743034055727556
CH3OH,65.4,50.77639751552795
CH3OH,65.18,50.76323987538941
CH3OH,65.0,50.78125
CH3OH,64.82,50.79937304075235
CH3OH,64.53999999999999,50.73899371069183
CH3OH,64.3,50.709779179810724
CH3OH,64.08,50.696202531645575
CH3OH,63.82,50.650793650793645
CH3OH,63.63999999999999,50.668789808917204
CH3OH,63.46000000000001,50.68690095846645
CH3OH,63.260000000000005,50.68910256410256
CH3OH,63.0,50.64308681672026
CH3OH,62.88,50.70967741935484
CH3OH,62.7,50.728155339805824
CH3OH,62.5,50.730519480519476
CH3OH,62.3,50.732899022801305
CH3OH,62.12,50.7516339869281
CH3OH,61.919999999999995,50.75409836065574
CH3OH,61.760000000000005,50.78947368421053
CH3OH,61.53999999999999,50.77557755775578
CH3OH,61.339999999999996,50.77814569536424
CH3OH,61.12,50.76411960132891
CH3OH,60.919999999999995,50.76666666666667
CH3OH,60.760000000000005,50.802675585284284
CH3OH,60.64000000000001,50.87248322147651
CH3OH,60.440000000000005,50.87542087542087
CH3OH,60.260000000000005,50.89527027027027
CH3OH,60.12,50.94915254237288
CH3OH,59.86,50.90136054421769
CH3OH,59.64,50.88737201365188
CH3OH,59.5,50.9417808219178
CH3OH,59.31999999999999,50.96219931271477
CH3OH,59.14,50.98275862068965
CH3OH,58.84,50.89965397923876
CH3OH,58.620000000000005,50.88541666666667
CH3OH,58.440000000000005,50.90592334494774
CH3OH,58.24,50.90909090909091
CH3OH,58.02,50.89473684210526
CH3OH,57.84,50.91549295774648
CH3OH,57.699999999999996,50.971731448763244
CH3OH,57.58,51.04609929078015
CH3OH,57.379999999999995,51.04982206405694
CH3OH,57.14,51.017857142857146
CH3OH,56.98,51.0573476702509
CH3OH,56.699999999999996,50.98920863309353
CH3OH,56.48,50.974729241877256
CH3OH,56.34,51.03260869565217
CH3OH,56.18,51.07272727272727
CH3OH,55.98,51.07664233576642
CH3OH,55.82,51.11721611721612
CH3OH,55.60000000000001,51.10294117647059
CH3OH,55.42,51.125461254612546
CH3OH,55.22,51.129629629629626
CH3OH,54.96,51.078066914498145
CH3OH,54.74,51.0634328358209
CH3OH,54.54,51.067415730337075
CH3OH,54.32,51.05263157894737
CH3OH,54.2,51.132075471698116
CH3OH,53.959999999999994,51.09848484848485
CH3OH,53.82,51.159695817490494
CH3OH,53.620000000000005,51.164122137404576
CH3OH,53.400000000000006,51.14942528735632
CH3OH,53.14,51.09615384615385
CH3OH,52.92,51.08108108108108
CH3OH,52.800000000000004,51.162790697674424
CH3OH,52.580000000000005,51.14785992217898
CH3OH,52.38,51.15234374999999
CH3OH,52.22,51.19607843137255
CH3OH,52.0,51.181102362204726
CH3OH,51.839999999999996,51.22529644268775
CH3OH,51.64,51.23015873015873
CH3OH,51.42,51.21513944223107
CH3OH,51.18000000000001,51.18000000000001
CH3OH,50.96000000000001,51.16465863453815
CH3OH,50.78,51.189516129032256
CH3OH,50.519999999999996,51.1336032388664
CH3OH,50.36000000000001,51.178861788617894
CH3OH,50.2,51.22448979591837
CH3OH,49.980000000000004,51.20901639344262
CH3OH,49.84,51.27572016460905
CH3OH,49.559999999999995,51.19834710743801
CH3OH,49.28,51.120331950207465
